T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
792,Turkey,2005,Consumer price index: Food,60.1924,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2015,Consumer price index: Food,157.2834,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2016,Consumer price index: Food,166.3865,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2017,Consumer price index: Food,187.5161,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2018,Consumer price index: Food,219.8750,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2015,Consumer price index: General,150.7600,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2016,Consumer price index: General,158.9800,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2017,Consumer price index: General,167.9142,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2018,Consumer price index: General,172.3300,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2015,Consumer price index: Food,160.7400,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2016,Consumer price index: Food,169.6700,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2017,Consumer price index: Food,186.7808,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
800,Uganda,2018,Consumer price index: Food,184.5700,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,1995,Consumer price index: General,9.5829,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2005,Consumer price index: General,51.2020,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2010,Consumer price index: General,100.0000,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2015,Consumer price index: General,180.4998,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2016,Consumer price index: General,205.6122,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2017,Consumer price index: General,235.2992,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2018,Consumer price index: General,261.0688,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2015,Consumer price index: Food,166.6083,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2016,Consumer price index: Food,181.6000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2017,Consumer price index: Food,204.9000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
804,Ukraine,2018,Consumer price index: Food,227.7750,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2010,Consumer price index: General,100.0000,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2015,Consumer price index: General,109.3487,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2016,Consumer price index: General,111.1157,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2017,Consumer price index: General,113.3035,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2018,Consumer price index: General,116.7798,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2010,Consumer price index: Food,100.0000,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2015,Consumer price index: Food,118.3457,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2016,Consumer price index: Food,119.5382,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
784,United Arab Emirates,2017,Consumer price index: Food,120.9743,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2005,Consumer price index: General,87.3506,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2015,Consumer price index: General,111.8661,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2016,Consumer price index: General,112.5737,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2017,Consumer price index: General,115.6227,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2018,Consumer price index: General,118.4396,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2005,Consumer price index: Food,78.5212,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2015,Consumer price index: Food,109.8192,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2016,Consumer price index: Food,107.2212,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2017,Consumer price index: Food,109.5225,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
826,United Kingdom,2018,Consumer price index: Food,111.8416,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
834,United Rep. of Tanzania,1995,Consumer price index: General,28.5607,"Tanzania mainland only, excluding Zanzibar.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
834,United Rep. of Tanzania,2005,Consumer price index: General,66.3325,"Tanzania mainland only, excluding Zanzibar.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
834,United Rep. of Tanzania,2010,Consumer price index: General,100.0000,"Tanzania mainland only, excluding Zanzibar.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
